employee_id,persona,satisfaction_score,productivity_baseline,resistance_propensity,training_times_yr,digital_dexterity,collab_density,app_activation_rt,enps_score,email_vol_daily,meetings_per_week,teams_msg_daily,tickets_per_month,ticket_category,resolution_hrs,reopened_rate,support_dependency,frustration_level,app_crash_rate,avg_load_time_sec,session_duration_min,friction_level,dex_feedback,pulse_sat,logins_per_day,failed_logins_wk,lms_completion,assessment_score,time_to_complete_hr,churn_risk_flag,is_amplifier,gmm_cluster,PU_INITIAL,PEOU_INITIAL,resistance_weight,social_weight,threshold_awareness_to_interest,threshold_interest_to_trial,threshold_trial_to_adoption,is_amplifier_network
364e0668-c67f-44ac-8688-18b091ae8f55,Power User,7.486,0.899,0.212,5,8.828,0.689,0.887,65.5,61.86,15.27,50.15,1,App Crash,1.17,0.305,0.1,0.146,0.04,1.93,63.9,0.104,6.22,3.21,1,2,0.746,69.2,1.53,0,0,1,8.280836031792758,9.5666420806984,0.191777,0.11845039740947899,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
caa99dd2-5853-4642-8c50-993b52636393,Power User,7.125,0.794,0.327,4,7.836,0.677,0.834,65.4,49.71,14.12,50.36,0,Access / Permissions,8.63,0.032,0.0,0.08,0.097,2.87,46.8,0.098,6.44,3.61,4,1,0.812,77.7,4.63,1,0,4,7.468354430379747,8.012405837756791,0.191777,0.17139240506329118,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
c12c11b9-4b4f-4c56-9e14-eec99e0f848b,Power User,7.064,0.773,0.276,3,7.796,0.652,0.907,56.3,60.1,12.99,42.6,0,VPN / Network,1.73,0.086,0.0,0.052,0.034,2.35,49.8,0.059,6.34,3.48,4,0,0.997,92.8,4.06,0,0,4,8.180747718575214,7.982539932045997,0.191777,0.11861524874889603,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
d51654dc-baeb-46bb-9c61-3aec1a3e53eb,Power User,8.472,0.897,0.273,4,8.092,0.655,0.866,63.2,69.58,12.97,36.18,0,Hardware,0.49,0.126,0.0,0.061,0.115,2.89,63.4,0.094,6.93,3.49,6,1,0.774,78.9,2.7,0,0,1,8.25581395348837,8.418195228709962,0.191777,0.1142441860465117,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
0a87fd5d-2623-46b2-9902-ed517399121a,Power User,8.1,0.81,0.172,4,8.061,0.68,0.83,61.6,86.15,13.6,40.25,2,Software Install,3.45,0.02,0.2,0.035,0.011,1.97,77.5,0.041,6.39,3.61,3,2,0.775,83.2,2.22,0,0,4,7.459523108625258,8.41432596157334,0.191777,0.17275242861348247,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
bdf621b9-b6d4-4560-9bc2-ee2ebcd56e3a,Power User,8.412,0.859,0.192,4,7.765,0.702,0.908,68.9,75.11,14.02,38.61,0,Access / Permissions,0.99,0.13,0.0,0.066,0.067,2.66,58.4,0.08,6.79,3.82,7,2,0.947,68.1,3.93,0,0,4,8.670886075949367,7.916036903135316,0.191777,0.09330379746835446,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
9db6566f-0485-4154-921f-d8e4d6b15afb,Power User,8.274,0.771,0.22,5,7.937,0.695,0.822,62.1,73.33,17.28,48.53,2,App Crash,2.21,0.141,0.2,0.08,0.085,3.08,58.7,0.096,6.18,3.55,5,1,0.854,77.2,5.35,0,0,4,7.369738004121283,8.172859509328562,0.191777,0.18280320871357086,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
c258b773-84fb-40be-a544-57d9d4fbb362,Power User,7.712,0.76,0.183,4,8.209,0.705,0.844,62.7,59.65,19.18,30.14,0,Software Install,3.31,0.151,0.0,0.093,0.109,2.89,56.3,0.108,6.49,3.45,5,2,0.914,92.1,3.55,0,0,4,7.562555195760966,8.590256701691594,0.191777,0.17183985869885188,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
80f60546-abcc-4266-b8a9-26e0d9ed4cd2,Power User,8.668,0.851,0.216,5,8.393,0.713,0.886,63.8,62.76,13.73,50.33,0,Software Install,6.76,0.235,0.0,0.158,0.024,1.44,54.5,0.101,7.0,3.31,6,0,0.789,70.5,2.86,0,0,4,8.049749779216956,8.885409235456997,0.191777,0.13905284074183105,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
e34c25ee-2afc-4e8f-a077-a1c7e7ce3be1,Power User,8.68,0.809,0.195,4,8.027,0.63,0.817,70.2,63.53,7.62,43.94,1,Access / Permissions,4.42,0.113,0.1,0.085,0.02,1.95,66.1,0.068,7.69,3.58,4,1,0.833,88.5,4.01,0,0,1,7.565498969679128,8.338028850223088,0.191777,0.15337356491021498,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
fd0fe9d2-a19d-4421-8ee2-253d738d0302,Power User,6.878,0.699,0.347,4,7.207,0.631,0.699,30.4,63.94,10.62,51.6,0,App Crash,4.29,0.441,0.0,0.231,0.097,1.89,41.0,0.164,3.53,2.36,7,0,0.932,83.6,5.8,0,0,4,6.526346776567559,6.96782462546703,0.191777,0.21918751839858705,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
e0f21406-2ff2-42ac-a909-48faa1b17fbc,Power User,8.407,0.913,0.254,4,8.653,0.703,0.832,66.0,67.48,17.53,38.48,1,Software Install,3.44,0.066,0.1,0.056,0.017,2.39,79.9,0.057,6.48,3.64,5,0,0.83,79.9,4.27,0,0,1,8.388283779805711,9.331342272952615,0.191777,0.11330365027965852,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
e9a0c8d8-9e38-4b24-ac9c-90b091974f33,Power User,8.481,0.813,0.229,4,7.873,0.725,0.86,55.9,68.24,14.8,36.89,1,Training Request,8.99,0.234,0.1,0.174,0.04,2.51,52.7,0.124,6.14,3.21,5,0,0.919,79.5,4.39,0,0,4,8.037974683544304,8.0485593025646,0.191777,0.14224683544303793,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
7be2cc03-5796-472d-b1d3-27029bbe7c93,Power User,6.847,0.722,0.236,3,7.569,0.674,0.743,41.3,67.61,14.07,41.34,0,Access / Permissions,1.11,0.175,0.0,0.087,0.116,1.6,72.1,0.094,4.39,2.57,8,0,0.867,77.6,5.15,0,0,4,6.6985575507801,7.596096876775934,0.191777,0.22251722107742128,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
09d1e6d1-cbe5-4828-b5a0-0c04de5a1e65,Power User,8.123,0.946,0.249,4,8.49,0.729,0.883,63.0,64.29,12.58,41.12,1,Training Request,0.0,0.029,0.1,0.013,0.054,2.14,44.2,0.044,6.46,3.46,5,0,0.767,78.4,4.32,0,0,1,8.670886075949367,9.086127468169234,0.191777,0.09689240506329116,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
a2ddf2ba-a337-418c-8a5e-809d93f44642,Power User,8.966,0.774,0.197,4,8.07,0.684,0.855,76.7,72.35,10.03,52.26,2,VPN / Network,0.92,0.044,0.2,0.027,0.09,0.89,71.4,0.049,8.43,4.28,9,0,0.839,90.4,2.94,0,0,4,7.493376508684131,8.421701752052526,0.191777,0.17145304680600545,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
0e182f1c-fa17-4141-9bc5-441191b40752,Power User,7.725,0.832,0.249,5,8.344,0.735,0.913,65.9,67.86,17.19,52.17,1,App Crash,0.76,0.219,0.1,0.104,0.073,2.97,71.4,0.104,7.27,3.57,8,1,0.909,78.1,1.88,0,0,4,8.382396231969384,8.805847429960217,0.191777,0.11889387695025024,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
b628491b-ed40-4029-9532-ae620e12c45c,Power User,7.694,0.807,0.181,4,7.887,0.663,0.877,62.6,55.04,10.94,62.15,1,Access / Permissions,3.11,0.223,0.1,0.124,0.003,1.79,67.4,0.081,6.7,3.23,4,0,0.887,98.3,2.79,0,0,4,7.974683544303797,8.106961053407979,0.191777,0.1342784810126582,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
76d14342-9bdf-49bc-a7c8-1a2be9348306,Power User,8.469,0.867,0.156,5,8.613,0.71,0.952,63.3,71.34,14.82,40.54,0,App Crash,2.65,0.05,0.0,0.043,0.124,2.13,48.1,0.08,6.19,3.68,5,0,0.837,84.7,2.58,0,0,4,8.600235501913453,9.248999431701389,0.191777,0.09938327936414487,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
6c17c4c1-13f4-4fb9-b682-640f5f2cf6ff,Power User,8.521,0.789,0.243,5,7.701,0.637,0.909,66.4,69.83,9.75,14.87,0,Access / Permissions,2.79,0.057,0.0,0.047,0.036,1.91,65.5,0.054,7.06,3.62,7,1,0.708,76.8,4.53,0,0,4,7.456579334707094,7.837442414422693,0.191777,0.16201589637915811,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
b5ff1d60-565d-4685-961d-6c97a5ef5844,Power User,8.692,0.847,0.13,6,8.068,0.648,0.964,83.3,55.2,12.46,41.32,0,Software Install,0.04,0.057,0.0,0.026,0.025,2.79,45.4,0.049,8.93,4.34,4,0,0.714,90.8,4.68,0,0,1,8.143950544598173,8.41855797250402,0.191777,0.12027200471003839,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
a900220b-977a-42ff-a7fa-e791accef20c,Power User,8.606,0.919,0.235,4,8.184,0.619,0.905,55.7,65.09,15.48,47.08,2,VPN / Network,3.98,0.194,0.2,0.118,0.017,0.5,58.5,0.069,5.87,3.55,4,0,0.729,87.6,3.99,0,0,1,8.457462466882545,8.583969142594585,0.191777,0.09548307329997047,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
a07cbca5-ff10-4b01-884e-5a1b8b9065f5,Power User,6.824,0.746,0.274,4,7.693,0.658,0.839,41.0,76.97,12.38,51.43,0,Software Install,1.29,0.101,0.0,0.055,0.002,2.09,76.4,0.049,5.23,2.64,5,2,0.804,67.1,2.4,0,0,4,7.113629673241096,7.829099307159353,0.191777,0.18992316750073587,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
0635972a-7571-4c56-a907-ec3141e52a5c,Power User,7.994,0.842,0.199,5,7.499,0.681,0.902,51.7,59.64,12.08,47.73,2,Software Install,3.19,0.291,0.2,0.155,0.189,2.04,73.2,0.155,6.17,3.13,7,1,0.814,72.7,5.77,0,0,4,8.127759788048278,7.43443405922397,0.191777,0.12749955843391222,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
2f29fcf0-32d7-4b32-a654-bb844440b346,Power User,6.468,0.808,0.258,4,7.899,0.643,0.888,51.7,58.58,13.03,40.53,1,Password Reset,2.62,0.092,0.1,0.062,0.078,1.83,62.2,0.072,6.32,2.83,4,0,0.737,81.0,3.34,0,0,4,7.589049161024432,8.133441350374232,0.191777,0.155024138946129,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
aa7f26a9-af14-46e3-b0f1-da2448602b87,Power User,7.474,0.837,0.219,4,7.709,0.681,0.816,51.8,67.75,9.66,60.43,1,Password Reset,1.25,0.403,0.1,0.191,0.022,3.14,48.4,0.133,5.78,3.03,6,1,0.912,67.7,4.46,0,0,4,7.999705622608183,7.783151759911973,0.191777,0.13622004710038274,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
aa4b8395-e94c-4a09-89f5-c4381283eb5e,Power User,7.416,0.845,0.289,4,7.288,0.639,0.885,49.2,77.23,9.19,35.7,0,Training Request,0.5,0.113,0.0,0.055,0.049,1.57,71.0,0.058,5.66,3.09,5,1,0.752,100.0,3.85,0,0,4,7.89225787459523,7.184866328911891,0.191777,0.13468472181336483,0.6000920000000001,1.0001533333333334,1.8002760000000002,False
e84542e5-72c7-4e41-98b2-bbdc2e59ef13,Pragmatic Adopter,5.826,0.692,0.455,5,5.627,0.458,0.66,27.0,50.39,7.88,22.62,0,App Crash,3.49,0.144,0.0,0.092,0.136,2.59,59.6,0.112,3.67,2.21,7,5,0.563,82.3,6.31,0,0,0,5.216367382984988,4.528251695827237,0.38677266666666665,0.21909037385928756,1.12164,1.8694000000000002,3.3649200000000006,False
ce15d2d0-9169-46d1-bb86-4b0df6a101dc,Pragmatic Adopter,4.902,0.633,0.473,4,5.483,0.401,0.624,12.4,38.14,8.38,16.99,3,Software Install,1.48,0.084,0.3,0.049,0.128,3.53,7.8,0.098,2.28,1.42,4,1,0.722,62.6,7.69,0,0,0,5.091256991463055,4.313749198940787,0.38677266666666665,0.19684059464233147,1.12164,1.8694000000000002,3.3649200000000006,False
7d5761d9-1af4-4548-8b68-053fe20cc2e2,Pragmatic Adopter,3.976,0.543,0.543,3,5.033,0.382,0.638,5.0,38.07,6.89,23.8,2,Password Reset,3.48,0.353,0.2,0.186,0.067,3.48,47.2,0.148,1.4,1.0,5,1,0.705,61.5,10.64,0,0,0,4.440682955549013,3.5640786912203914,0.38677266666666665,0.2123659110980277,1.12164,1.8694000000000002,3.3649200000000006,False
6407d37d-a1d2-43fe-b489-845bdbd53d3d,Pragmatic Adopter,4.705,0.641,0.549,2,6.252,0.366,0.55,17.3,48.12,8.11,31.68,5,Hardware,11.69,0.11,0.5,0.139,0.113,1.94,16.9,0.123,2.38,1.55,3,0,0.723,70.4,7.19,0,0,0,4.826317338828379,5.501372380687519,0.38677266666666665,0.18935678539888134,1.12164,1.8694000000000002,3.3649200000000006,False
667d0a9f-99d2-4c50-a176-6bd8e499dff9,Pragmatic Adopter,5.122,0.598,0.431,4,5.888,0.424,0.689,23.7,41.55,9.03,18.02,4,Access / Permissions,3.58,0.178,0.4,0.107,0.062,2.19,44.4,0.094,3.45,2.34,3,4,0.543,77.2,5.03,1,0,0,4.593759199293493,4.953750166257572,0.38677266666666665,0.22922460994995586,1.12164,1.8694000000000002,3.3649200000000006,False
d1e5c11c-4850-46d0-91c6-659aadc381b8,Pragmatic Adopter,6.052,0.727,0.499,3,6.936,0.42,0.625,26.3,41.76,3.98,25.79,4,Software Install,1.86,0.172,0.4,0.092,0.308,2.64,43.5,0.165,3.6,2.25,3,2,0.589,64.0,2.82,0,0,0,5.395937591992935,6.540996094458482,0.38677266666666665,0.19337062113629674,1.12164,1.8694000000000002,3.3649200000000006,False
813b5afd-bc97-41d7-ae25-264c3dd8b878,Pragmatic Adopter,4.964,0.613,0.396,4,6.4,0.41,0.707,35.4,37.14,8.15,24.09,0,VPN / Network,1.06,0.354,0.0,0.167,0.02,3.22,32.7,0.122,4.05,2.7,4,0,0.752,76.3,6.61,0,0,0,5.398881365911096,5.734858469463019,0.38677266666666665,0.18864586399764502,1.12164,1.8694000000000002,3.3649200000000006,False
a6ad62b6-575d-41e1-b2c1-7e75a7739693,Pragmatic Adopter,4.784,0.521,0.601,3,6.014,0.407,0.561,14.4,51.87,7.23,24.02,2,VPN / Network,9.59,0.238,0.2,0.18,0.268,2.9,25.6,0.199,3.31,1.63,4,3,0.676,72.4,3.62,0,0,0,3.8534000588754793,5.0629360482691075,0.38677266666666665,0.25016661760376796,1.12164,1.8694000000000002,3.3649200000000006,False
ecf9cdee-c3e2-4b2b-8e9d-b1ba205633db,Pragmatic Adopter,5.687,0.714,0.345,4,6.9,0.421,0.667,34.1,49.28,4.59,26.5,1,VPN / Network,3.85,0.203,0.1,0.121,0.116,3.48,33.5,0.13,3.46,2.29,5,0,0.646,73.7,4.59,0,0,0,5.653517809832204,6.514032139100156,0.38677266666666665,0.18298690020606423,1.12164,1.8694000000000002,3.3649200000000006,False
9c366f52-2d56-4d57-9748-6ac2718112ea,Pragmatic Adopter,5.665,0.582,0.497,3,6.104,0.385,0.526,16.3,41.17,9.13,20.61,2,App Crash,3.32,0.291,0.2,0.157,0.092,4.08,36.6,0.147,2.38,1.83,1,1,0.615,45.5,7.13,0,0,0,3.9682072416838383,5.248419041630896,0.38677266666666665,0.23222402119517221,1.12164,1.8694000000000002,3.3649200000000006,False
6d9adc45-0667-4d63-b8d1-fa0a5d38a136,Pragmatic Adopter,5.559,0.592,0.534,2,5.708,0.424,0.609,23.0,37.48,8.62,22.76,0,Password Reset,1.48,0.094,0.0,0.053,0.402,2.3,39.9,0.17,2.77,2.18,5,1,0.767,72.2,6.24,1,0,0,4.8557550780100085,4.606483440745802,0.38677266666666665,0.21811598469237561,1.12164,1.8694000000000002,3.3649200000000006,False
8ea0de5e-b8e8-4a08-a7ac-dfeeae59435b,Pragmatic Adopter,5.867,0.52,0.423,3,5.837,0.368,0.556,31.7,37.17,8.33,22.49,3,Hardware,1.88,0.142,0.3,0.078,0.113,2.33,43.7,0.096,4.0,2.17,3,5,0.463,69.2,4.41,0,0,0,3.196938475125111,4.871890983398426,0.38677266666666665,0.2503526641153959,1.12164,1.8694000000000002,3.3649200000000006,False
10d1d256-05ee-4699-a792-3b6f0e3532b2,Pragmatic Adopter,5.045,0.664,0.473,4,6.537,0.392,0.629,24.0,42.93,9.22,17.72,1,Password Reset,17.16,0.302,0.1,0.267,0.071,3.32,51.4,0.188,2.38,1.82,3,0,0.669,76.3,3.24,0,0,0,5.185457756844275,5.8943448242506316,0.38677266666666665,0.18873005593170442,1.12164,1.8694000000000002,3.3649200000000006,False
64a91cbd-0e44-4dbb-a9f6-3a31a50502ac,Pragmatic Adopter,5.897,0.614,0.448,4,5.994,0.365,0.599,13.7,44.71,8.64,24.29,1,VPN / Network,3.96,0.238,0.1,0.137,0.143,3.13,37.0,0.143,2.74,1.24,1,0,0.633,64.8,6.12,0,0,0,4.579040329702679,5.078896775207671,0.38677266666666665,0.1978650279658522,1.12164,1.8694000000000002,3.3649200000000006,False
9f783ff9-9c1c-43c7-a6f2-2094c7235a39,Pragmatic Adopter,5.484,0.684,0.398,4,6.771,0.35,0.632,35.3,35.96,6.52,20.19,2,Access / Permissions,2.12,0.125,0.2,0.072,0.017,3.87,62.5,0.08,4.58,2.27,2,1,0.515,67.9,6.3,0,0,0,4.892552251987048,6.3535784675283855,0.38677266666666665,0.1787606711804533,1.12164,1.8694000000000002,3.3649200000000006,False
3d07b1c1-e2ef-4e35-b358-f56d7e43867d,Pragmatic Adopter,6.244,0.643,0.451,2,5.51,0.394,0.621,16.4,33.29,9.45,31.15,1,VPN / Network,4.15,0.285,0.1,0.16,0.076,3.21,41.4,0.135,2.59,1.79,5,1,0.802,77.9,8.06,0,0,0,5.387106270238445,4.324873341958575,0.38677266666666665,0.18174801295260526,1.12164,1.8694000000000002,3.3649200000000006,False
f2a3d80a-db96-4efa-8efd-16d388ea6313,Pragmatic Adopter,5.785,0.743,0.52,3,7.166,0.377,0.661,28.9,42.56,9.79,19.46,2,Password Reset,7.57,0.137,0.2,0.119,0.279,4.77,56.8,0.191,3.48,2.04,2,0,0.371,87.9,2.06,0,0,0,5.030909626140713,6.880524285697014,0.38677266666666665,0.18733470709449512,1.12164,1.8694000000000002,3.3649200000000006,False
5d3ee9d1-7748-424e-95f3-af5954733c7d,Pragmatic Adopter,6.084,0.638,0.465,1,6.237,0.361,0.553,28.9,48.05,5.83,15.4,1,Training Request,2.11,0.112,0.1,0.067,0.18,1.77,37.1,0.105,3.89,2.34,6,0,0.652,57.4,5.98,0,0,0,4.608478068884309,5.493029273424181,0.38677266666666665,0.19463394171327644,1.12164,1.8694000000000002,3.3649200000000006,False
7579dd0e-252d-4874-ada6-0172c284f121,Pragmatic Adopter,4.97,0.683,0.499,2,5.398,0.447,0.579,18.6,42.52,9.76,27.6,4,Access / Permissions,1.13,0.106,0.4,0.057,0.167,3.96,85.9,0.118,2.81,2.14,4,3,0.693,77.6,7.18,0,0,0,5.175154548130703,4.16321052440661,0.38677266666666665,0.2156705916985576,1.12164,1.8694000000000002,3.3649200000000006,False
37540d7f-c187-4f82-ac98-93e5f234c885,Pragmatic Adopter,6.482,0.729,0.518,3,5.819,0.403,0.68,16.9,40.25,7.43,18.28,5,Hardware,5.12,0.241,0.5,0.148,0.026,3.38,49.5,0.116,2.9,1.68,3,2,0.542,85.4,5.17,0,0,0,5.51516043567854,4.826668923739163,0.38677266666666665,0.18073903444215486,1.12164,1.8694000000000002,3.3649200000000006,False
c90bdf9e-0306-4bd5-b16b-6e42c7caec33,Pragmatic Adopter,7.435,0.789,0.277,4,7.508,0.446,0.701,35.8,34.09,9.23,15.93,0,VPN / Network,3.64,0.081,0.0,0.064,0.208,1.94,68.2,0.114,4.18,2.43,2,1,0.668,79.6,3.41,0,0,0,6.420370915513689,7.483283556823816,0.38677266666666665,0.15965145716808948,1.12164,1.8694000000000002,3.3649200000000006,False
26e59a43-e66c-4d8e-aaf6-b829a00deca7,Pragmatic Adopter,5.087,0.652,0.531,2,5.737,0.377,0.565,24.2,37.56,8.3,23.94,1,Password Reset,7.04,0.4,0.1,0.234,0.095,1.34,30.9,0.159,3.11,2.08,4,4,0.618,84.7,4.41,0,0,0,4.664409773329408,4.661378668246617,0.38677266666666665,0.20115175154548134,1.12164,1.8694000000000002,3.3649200000000006,False
c6982348-d0c8-4239-8338-f76fb7a6a50a,Pragmatic Adopter,5.676,0.567,0.441,3,6.146,0.414,0.59,25.3,48.15,7.66,28.66,1,Training Request,10.6,0.63,0.1,0.365,0.078,2.19,34.8,0.228,3.71,1.9,4,1,0.739,66.0,5.86,0,0,0,4.505445981748601,5.245879835072488,0.38677266666666665,0.22747453635560794,1.12164,1.8694000000000002,3.3649200000000006,False
0ed2ccf6-40cd-4f92-a3da-96bc4beeeec5,Pragmatic Adopter,6.415,0.721,0.397,3,6.332,0.427,0.669,27.8,33.23,9.08,25.69,2,VPN / Network,2.01,0.075,0.2,0.049,0.079,4.29,38.0,0.091,3.76,1.98,3,3,0.991,85.6,5.07,0,0,0,6.729467176920814,5.654208432584065,0.38677266666666665,0.13965175154548126,1.12164,1.8694000000000002,3.3649200000000006,False
602cf777-e5a7-4b4e-b128-bd10563f219d,Pragmatic Adopter,5.272,0.683,0.459,2,6.315,0.411,0.61,26.5,54.41,7.33,19.14,4,Access / Permissions,0.39,0.137,0.4,0.064,0.245,4.19,81.6,0.148,3.32,1.94,3,0,0.674,64.0,6.26,0,0,0,5.256108330880188,5.579241381812025,0.38677266666666665,0.19497394760082426,1.12164,1.8694000000000002,3.3649200000000006,False
efd256ba-beed-4755-9fc3-8171915eb8d5,Pragmatic Adopter,5.914,0.703,0.521,3,6.481,0.451,0.586,28.6,42.6,10.16,22.64,3,Software Install,16.25,0.303,0.3,0.26,0.19,3.08,38.6,0.218,3.72,1.91,3,0,0.7,72.6,7.72,0,0,0,5.373859287606711,5.780926931308416,0.38677266666666665,0.20863894612893732,1.12164,1.8694000000000002,3.3649200000000006,False
e7839fd5-6401-465a-8354-a1fa543d9f8a,Pragmatic Adopter,6.245,0.716,0.461,3,6.631,0.41,0.61,24.4,30.9,10.49,20.56,3,Software Install,2.72,0.219,0.3,0.119,0.093,2.87,28.8,0.116,3.27,2.16,4,1,0.542,66.5,5.2,0,0,0,5.110391521931115,6.103043420432148,0.38677266666666665,0.2004739476008243,1.12164,1.8694000000000002,3.3649200000000006,False
18a3e44e-9199-4d62-bc11-57a1ce06319d,Pragmatic Adopter,6.811,0.767,0.419,2,5.74,0.448,0.653,24.7,45.52,6.91,30.3,2,Training Request,4.54,0.106,0.2,0.082,0.07,2.43,62.8,0.086,3.41,1.89,5,3,0.661,66.9,7.63,0,0,0,6.025905210479835,4.727881697157298,0.38677266666666665,0.17803944657050338,1.12164,1.8694000000000002,3.3649200000000006,False
bc320ba1-5ae6-4eb8-8794-e8f17d432bea,Pragmatic Adopter,5.002,0.717,0.512,3,6.435,0.426,0.639,16.2,45.15,7.67,19.81,1,VPN / Network,5.88,0.26,0.1,0.162,0.018,3.03,42.9,0.117,2.97,1.87,6,0,0.603,53.1,5.63,0,0,0,5.425375331174567,5.794106622492533,0.38677266666666665,0.19487901089196347,1.12164,1.8694000000000002,3.3649200000000006,False
83c5fa3c-144e-4c4a-8086-febfe539ae7d,Pragmatic Adopter,6.278,0.737,0.461,3,6.183,0.389,0.648,24.2,38.94,7.25,22.49,0,Password Reset,4.1,0.232,0.0,0.136,0.065,2.77,38.5,0.115,3.04,2.08,6,0,0.718,50.3,6.31,0,0,0,5.950838975566675,5.39968320375319,0.38677266666666665,0.15751236385045636,1.12164,1.8694000000000002,3.3649200000000006,False
774a18a5-ccdf-4d58-aaeb-26d0426c3fb9,Pragmatic Adopter,4.325,0.548,0.542,3,5.417,0.378,0.594,3.2,48.58,8.75,22.85,3,Software Install,1.46,0.298,0.3,0.145,0.051,4.74,32.2,0.135,1.03,1.12,3,3,0.497,84.9,5.62,0,0,0,3.670886075949368,4.178687592953096,0.38677266666666665,0.2392405063291139,1.12164,1.8694000000000002,3.3649200000000006,False
3cc13b74-cac1-41b3-9a7c-778f050e6cca,Pragmatic Adopter,5.667,0.578,0.545,2,5.501,0.389,0.563,16.3,37.66,10.62,16.2,4,VPN / Network,9.06,0.422,0.4,0.259,0.166,2.09,49.8,0.2,2.58,1.81,2,2,0.533,52.2,6.35,1,0,0,3.8607594936708853,4.255710191891469,0.38677266666666665,0.23881645569620255,1.12164,1.8694000000000002,3.3649200000000006,False
22014d7f-ff91-40b8-889e-f2c540761ee6,Pragmatic Adopter,6.135,0.657,0.439,2,6.059,0.396,0.628,35.9,46.42,4.66,21.04,2,Password Reset,7.89,0.253,0.2,0.174,0.091,3.55,59.0,0.15,4.01,2.25,4,1,0.758,74.8,6.61,0,0,0,5.391521931115691,5.1751447952311285,0.38677266666666665,0.18249573152781862,1.12164,1.8694000000000002,3.3649200000000006,False
f4fcf3fc-2939-4313-83f3-b44875695822,Pragmatic Adopter,6.748,0.739,0.465,3,7.005,0.421,0.623,28.9,41.76,5.16,21.12,0,VPN / Network,3.53,0.136,0.0,0.088,0.024,4.78,54.6,0.099,3.23,2.0,4,0,0.661,57.7,6.76,0,0,0,5.68737120989108,6.705319033166875,0.38677266666666665,0.18156167206358553,1.12164,1.8694000000000002,3.3649200000000006,False
258d352d-2636-42a1-8d36-3650af71134e,Pragmatic Adopter,6.357,0.667,0.417,4,6.584,0.404,0.593,34.7,40.01,7.83,28.88,0,VPN / Network,2.97,0.094,0.0,0.065,0.042,3.9,34.3,0.084,4.52,2.53,5,1,0.772,62.7,5.8,1,0,0,5.351780983220488,6.056249470998635,0.38677266666666665,0.1877880482778923,1.12164,1.8694000000000002,3.3649200000000006,False
b92f9dd9-c240-4ee7-9702-17b2296b9f71,Pragmatic Adopter,4.43,0.642,0.583,3,6.508,0.333,0.509,7.8,51.4,8.37,22.98,3,Hardware,0.72,0.184,0.3,0.088,0.214,2.19,26.2,0.13,1.59,1.0,6,2,0.676,79.5,0.8,1,0,0,4.51427730350309,5.897851347593196,0.38677266666666665,0.1826745657933471,1.12164,1.8694000000000002,3.3649200000000006,False
87f7ce19-6eb1-4087-8c7c-d86fa3b0511c,Pragmatic Adopter,6.031,0.709,0.51,3,6.237,0.401,0.589,23.0,48.88,6.12,20.11,3,Software Install,0.44,0.226,0.3,0.105,0.088,1.81,5.0,0.097,2.32,1.92,4,2,0.691,73.8,6.69,1,0,0,5.404768913747424,5.499800490913268,0.38677266666666665,0.18426876655872831,1.12164,1.8694000000000002,3.3649200000000006,False
480936ad-a950-48d0-a284-721a13948f94,Pragmatic Adopter,5.934,0.653,0.491,4,6.461,0.414,0.594,30.6,34.25,8.36,21.27,0,Training Request,2.1,0.043,0.0,0.035,0.294,3.45,26.9,0.14,4.09,2.34,3,2,0.609,70.6,2.84,0,0,0,4.773329408301443,5.81550850634197,0.38677266666666665,0.21638416249632023,1.12164,1.8694000000000002,3.3649200000000006,False
281bba9c-69fa-42e2-bd63-50f9c2cef9ad,Pragmatic Adopter,7.386,0.711,0.4,3,5.643,0.394,0.697,46.7,44.66,6.52,21.67,1,Password Reset,1.74,0.153,0.1,0.082,0.196,3.34,36.0,0.133,5.03,3.13,2,4,0.621,84.6,4.89,0,0,0,5.690314983809243,4.535627486306422,0.38677266666666665,0.16980158963791586,1.12164,1.8694000000000002,3.3649200000000006,False
