employee_id,persona,satisfaction_score,productivity_baseline,resistance_propensity,training_times_yr,digital_dexterity,collab_density,app_activation_rt,enps_score,email_vol_daily,meetings_per_week,teams_msg_daily,tickets_per_month,ticket_category,resolution_hrs,reopened_rate,support_dependency,frustration_level,app_crash_rate,avg_load_time_sec,session_duration_min,friction_level,dex_feedback,pulse_sat,logins_per_day,failed_logins_wk,lms_completion,assessment_score,time_to_complete_hr,churn_risk_flag,is_amplifier,gmm_cluster
31a7ad06-9cde-464e-a38c-1aab2512cf88,Pragmatic Adopter,5.934,0.653,0.491,4,6.461,0.414,0.594,30.6,34.25,8.36,21.27,0,Training Request,2.1,0.043,0.0,0.035,0.294,3.45,26.9,0.14,4.09,2.34,3,2,0.609,70.6,2.84,0,0,0
d6f5dfd8-c69e-4a90-bc4f-9104d9bd4aa8,Pragmatic Adopter,7.386,0.711,0.4,3,5.643,0.394,0.697,46.7,44.66,6.52,21.67,1,Password Reset,1.74,0.153,0.1,0.082,0.196,3.34,36.0,0.133,5.03,3.13,2,4,0.621,84.6,4.89,0,0,0
6a7aa745-0947-4538-b56d-7636ec3543eb,Pragmatic Adopter,6.593,0.736,0.378,3,6.893,0.397,0.648,27.1,55.25,7.11,21.81,0,App Crash,12.86,0.41,0.0,0.283,0.278,4.31,41.1,0.268,3.67,2.39,6,1,0.736,68.8,2.21,0,0,0
c96c8b76-5b0e-4a39-bdb7-79cdb08dd979,Pragmatic Adopter,5.569,0.658,0.56,2,5.823,0.407,0.503,7.5,51.58,10.54,26.64,3,Password Reset,8.68,0.68,0.3,0.372,0.135,3.69,37.7,0.264,2.11,1.27,1,2,0.626,85.5,8.35,0,0,0
e9d0dfb3-33fa-46ed-b956-901a94aaae75,Pragmatic Adopter,5.396,0.639,0.499,2,6.057,0.393,0.569,14.1,35.63,7.31,26.89,4,Hardware,5.97,0.216,0.4,0.143,0.201,2.76,86.8,0.159,2.35,1.72,3,0,0.758,60.2,6.43,0,0,0
15949868-2dbf-4de1-beb6-dacaf71183f0,Pragmatic Adopter,4.149,0.645,0.67,3,5.608,0.364,0.52,2.4,53.17,7.28,17.05,2,Training Request,5.06,0.079,0.2,0.074,0.061,2.7,49.9,0.082,1.0,1.0,3,3,0.629,58.9,5.31,0,0,0
9d0a2863-8566-4a6d-ba62-529631db7a06,Pragmatic Adopter,5.123,0.599,0.56,2,5.752,0.393,0.516,17.5,48.51,8.26,27.34,3,Hardware,1.09,0.254,0.3,0.123,0.18,2.02,22.2,0.136,1.79,1.61,6,1,0.522,70.5,7.93,0,0,0
bbf3e683-8ddf-469a-a4a8-99c4f5fe7cf8,Pragmatic Adopter,7.792,0.654,0.456,3,6.343,0.395,0.6,42.8,34.66,10.18,25.76,2,VPN / Network,18.56,0.044,0.2,0.161,0.118,3.32,52.5,0.149,4.59,2.99,5,1,0.513,72.0,6.6,0,0,0
80e5681c-7d8c-47e4-bd13-88ae3c2acf1a,Pragmatic Adopter,6.669,0.568,0.489,3,6.227,0.374,0.531,8.1,43.45,7.91,21.74,3,VPN / Network,2.43,0.119,0.3,0.072,0.114,1.94,48.3,0.09,1.71,1.32,9,1,0.623,62.6,5.99,0,0,0
0a68bfc9-bc3c-48c6-9b83-a663b9b1de24,Pragmatic Adopter,6.128,0.717,0.447,4,6.156,0.388,0.642,29.4,45.34,6.88,14.63,0,Access / Permissions,0.53,0.211,0.0,0.099,0.289,4.02,25.2,0.176,4.13,2.21,4,2,0.732,69.0,6.39,0,0,0
9132b64b-f8e6-4195-b77f-28068d4a4941,Pragmatic Adopter,6.673,0.665,0.463,3,6.747,0.395,0.519,34.9,34.46,9.16,23.06,3,Access / Permissions,3.26,0.26,0.3,0.142,0.114,3.73,46.6,0.142,4.25,2.19,3,0,0.573,87.0,5.23,0,0,0
410ad417-26bb-4556-b5e5-a95ac7a15de1,Pragmatic Adopter,5.082,0.649,0.475,2,6.211,0.382,0.589,9.7,46.94,9.63,20.23,2,Training Request,11.84,0.385,0.2,0.264,0.091,3.7,50.5,0.196,2.92,1.47,5,0,0.713,67.7,3.94,1,0,0
1c5d4347-619d-4b07-95f8-4c540e207445,Pragmatic Adopter,5.968,0.588,0.559,3,5.767,0.423,0.578,19.5,59.01,10.29,24.77,5,VPN / Network,13.55,0.057,0.5,0.129,0.116,2.01,58.4,0.119,2.16,1.93,2,1,0.65,50.7,7.24,0,0,0
7e8a38dd-380f-4d78-9748-6cbc12b3e923,Pragmatic Adopter,5.727,0.552,0.469,3,6.184,0.345,0.538,18.1,51.56,7.93,25.23,2,Training Request,0.06,0.172,0.2,0.078,0.072,3.07,13.6,0.091,2.68,1.87,6,1,0.701,52.8,5.69,0,0,0
be9d3ee0-4ec6-4663-9a14-c3068ca3e344,Pragmatic Adopter,6.765,0.672,0.341,4,7.318,0.465,0.639,44.9,43.13,8.95,28.6,1,Password Reset,8.15,0.118,0.1,0.115,0.098,2.85,52.4,0.116,4.86,2.55,1,1,0.611,95.0,3.16,0,0,0
287cc7dd-1867-4cfe-88ff-55f306c33367,Pragmatic Adopter,5.781,0.641,0.498,2,6.046,0.368,0.556,14.8,40.03,9.58,16.69,1,Software Install,1.73,0.303,0.1,0.149,0.042,3.29,64.6,0.12,2.43,1.79,3,1,0.658,88.0,6.56,0,0,0
3063d8a9-f549-49a8-84c6-79e1a69370b7,Pragmatic Adopter,6.711,0.697,0.417,3,6.683,0.473,0.673,47.8,44.3,8.36,32.69,0,Password Reset,0.18,0.071,0.0,0.033,0.075,3.68,72.2,0.076,6.01,2.71,3,0,0.734,67.2,5.86,1,0,0
03df85fe-32d8-481d-8970-90c13b05a427,Pragmatic Adopter,7.244,0.622,0.383,4,6.692,0.491,0.608,49.0,35.17,10.64,26.48,2,Software Install,7.61,0.045,0.2,0.078,0.008,2.74,22.4,0.069,6.14,2.96,4,1,0.638,80.9,8.35,0,0,0
11a0f09d-bac7-4bd7-b517-8049ac96dd4f,Pragmatic Adopter,6.598,0.73,0.4,3,6.016,0.416,0.659,24.9,38.66,9.3,25.57,0,Hardware,9.02,0.163,0.0,0.142,0.004,2.77,39.7,0.1,3.27,1.67,5,3,0.588,74.9,6.2,0,0,0
58985481-041c-4812-ab73-085e0de5a8ab,Pragmatic Adopter,5.617,0.625,0.401,4,7.178,0.408,0.561,24.8,28.27,11.77,31.58,3,Access / Permissions,3.82,0.027,0.3,0.041,0.243,3.81,41.2,0.132,3.58,1.96,2,0,0.458,86.0,4.03,0,0,0
125bc2c3-73b9-40c4-a932-3e7cd804f6a9,Pragmatic Adopter,5.707,0.646,0.401,3,6.435,0.446,0.594,7.7,45.04,9.84,23.59,1,Hardware,4.09,0.24,0.1,0.139,0.051,2.18,52.8,0.107,1.78,1.11,9,1,0.694,60.2,3.11,0,0,0
0a7d853e-d049-4050-bd6e-0ed65926188a,Pragmatic Adopter,5.678,0.667,0.431,3,6.431,0.373,0.593,22.3,39.64,4.15,27.17,2,App Crash,7.53,0.249,0.2,0.17,0.108,2.53,39.4,0.142,2.58,1.8,6,0,0.563,60.5,7.7,0,0,0
7fd9c27d-7f05-40a8-9f5b-7758869072d9,Pragmatic Adopter,5.393,0.512,0.509,2,5.301,0.396,0.622,11.5,46.33,7.2,22.85,1,VPN / Network,10.65,0.179,0.1,0.162,0.14,3.21,30.6,0.155,2.04,1.47,8,1,0.588,86.5,5.7,0,0,0
97424c84-d0ef-4e02-b28d-f6658f93315b,Pragmatic Adopter,6.287,0.788,0.467,3,6.472,0.423,0.601,28.2,42.84,4.76,26.2,0,Hardware,10.31,0.132,0.0,0.138,0.173,4.01,45.5,0.161,3.33,2.29,2,2,0.533,55.6,4.5,0,0,0
5c4569cb-f1d1-4c5a-8e90-5b09d0287cf1,Pragmatic Adopter,5.819,0.637,0.524,3,5.994,0.423,0.632,20.6,34.92,6.72,27.81,2,VPN / Network,4.93,0.206,0.2,0.13,0.13,2.33,36.6,0.128,2.83,1.98,11,0,0.617,72.8,4.72,0,0,0
3343be59-2538-4efb-9033-c39783436883,Pragmatic Adopter,4.698,0.603,0.56,3,5.862,0.403,0.581,13.1,43.4,7.26,27.29,2,Access / Permissions,19.53,0.212,0.2,0.244,0.35,4.81,51.0,0.275,1.84,1.06,9,1,0.85,71.5,7.75,0,0,0
579cc39b-b235-4f4b-aacf-adffde43486e,Pragmatic Adopter,6.33,0.645,0.322,4,6.485,0.441,0.655,33.8,37.01,9.74,14.44,0,App Crash,21.26,0.336,0.0,0.314,0.035,1.98,29.0,0.187,4.11,2.49,4,2,0.675,80.6,6.51,0,0,0
04234647-bdf5-4214-811c-7b7247b29e52,Pragmatic Adopter,5.245,0.514,0.562,3,5.255,0.418,0.58,7.8,53.59,7.12,19.93,3,App Crash,0.83,0.401,0.3,0.187,0.065,4.6,25.6,0.159,1.83,1.36,5,2,0.576,73.5,7.45,0,0,0
c6ccd3df-68d0-4cd3-b149-60ef6aaa56ea,Pragmatic Adopter,6.248,0.688,0.412,4,6.397,0.439,0.629,32.1,36.1,10.79,27.86,0,VPN / Network,8.61,0.362,0.0,0.229,0.202,4.28,63.0,0.218,4.17,2.17,5,1,0.594,70.5,6.17,0,0,0
8cc5fe47-bdd5-4977-96a3-78cec229886d,Pragmatic Adopter,5.685,0.723,0.428,4,7.009,0.42,0.607,17.8,38.71,6.66,24.49,4,Access / Permissions,3.04,0.404,0.4,0.205,0.041,1.91,78.4,0.134,2.72,1.53,12,0,0.496,67.8,4.55,0,0,0
9de38776-e9db-4457-8966-9f3667af8330,Pragmatic Adopter,5.233,0.551,0.517,3,5.916,0.372,0.557,15.1,34.9,7.42,21.75,2,Software Install,2.73,0.259,0.2,0.137,0.143,1.73,71.2,0.129,3.02,1.59,3,0,0.527,61.1,8.48,0,0,0
882a9e50-9357-4b32-b46e-badcf2ab896b,Pragmatic Adopter,5.763,0.565,0.514,2,5.361,0.341,0.578,8.2,34.3,5.52,24.54,2,VPN / Network,6.13,0.126,0.2,0.104,0.085,3.85,40.8,0.116,2.62,1.38,2,2,0.511,70.2,5.21,0,0,0
1bfb78d8-211a-4388-bd3f-890b16a1e82b,Pragmatic Adopter,5.459,0.565,0.414,3,6.236,0.39,0.572,13.4,42.21,10.89,16.48,0,Hardware,0.28,0.338,0.0,0.154,0.129,2.86,58.9,0.144,2.05,1.61,6,0,0.667,84.8,7.01,1,0,0
4232854e-7cef-4541-9023-2cce44f12a2f,Pragmatic Adopter,5.884,0.667,0.394,2,6.825,0.449,0.624,34.5,33.28,11.16,25.93,0,VPN / Network,2.96,0.383,0.0,0.195,0.03,2.29,31.0,0.129,4.5,2.34,4,0,0.685,68.9,7.43,0,0,0
49813dc4-f666-4bd4-9b21-2f1c3d075fab,Pragmatic Adopter,6.936,0.689,0.445,3,6.428,0.436,0.598,31.3,40.68,7.74,23.86,0,Access / Permissions,9.55,0.319,0.0,0.216,0.22,4.83,50.1,0.223,4.66,1.75,3,1,0.648,87.5,5.81,0,0,0
f6beb9a4-e40e-43f5-bbf7-cc623a7a0743,Pragmatic Adopter,5.653,0.632,0.479,3,6.491,0.335,0.552,9.7,45.01,5.04,22.43,2,Software Install,1.2,0.306,0.2,0.147,0.032,2.13,32.7,0.104,2.27,1.29,2,1,0.677,80.0,4.13,0,0,0
c82f0692-011b-4bec-8b9f-34d4ddda4fd3,Pragmatic Adopter,5.577,0.629,0.5,3,6.295,0.401,0.55,7.0,39.03,7.58,21.11,5,Software Install,2.97,0.139,0.5,0.085,0.036,2.55,62.1,0.079,1.91,1.04,2,1,0.563,77.2,4.78,0,0,0
82e9911c-d039-4227-802f-c23347949964,Pragmatic Adopter,6.219,0.579,0.388,4,6.441,0.419,0.714,46.8,26.58,8.46,23.16,1,Access / Permissions,12.42,0.305,0.1,0.232,0.07,2.65,60.0,0.164,4.48,3.28,1,0,0.525,70.2,6.82,0,0,0
4229fa23-5514-467a-9594-a499955fab5e,Pragmatic Adopter,5.865,0.705,0.395,4,6.302,0.383,0.654,37.0,51.34,6.73,20.63,3,VPN / Network,2.51,0.077,0.3,0.054,0.288,0.68,75.2,0.12,4.11,2.49,3,0,0.525,65.1,6.6,0,0,0
fe7949d9-c642-4ea6-b948-06f8a82e2f19,Pragmatic Adopter,5.843,0.588,0.399,2,6.004,0.434,0.646,17.1,43.87,12.7,20.38,0,VPN / Network,2.21,0.383,0.0,0.189,0.047,3.28,38.3,0.141,2.37,1.83,2,0,0.52,90.5,7.75,0,0,0
4acdd0a2-337d-4008-8fa1-6e8981155f13,Pragmatic Adopter,5.405,0.547,0.429,3,6.428,0.4,0.575,21.4,43.95,11.65,30.94,2,Software Install,2.72,0.134,0.2,0.081,0.173,2.38,67.3,0.116,3.48,1.98,2,0,0.676,80.7,7.51,0,0,0
25e46ec5-7a13-405d-a540-95ca54f5d45d,Pragmatic Adopter,5.621,0.633,0.424,2,6.622,0.363,0.591,29.9,40.38,4.5,14.07,1,Software Install,3.29,0.053,0.1,0.049,0.024,3.93,50.1,0.071,3.4,2.26,7,1,0.841,70.5,4.37,1,0,0
9b79390f-42a1-483f-8760-11fc536ae362,Pragmatic Adopter,5.279,0.728,0.475,3,5.953,0.386,0.661,29.8,47.68,5.69,14.17,0,App Crash,4.71,0.45,0.0,0.238,0.132,4.05,43.2,0.199,3.65,2.11,5,3,0.535,90.7,7.97,0,0,0
8137b05a-cfe6-4032-b5f8-1186370e9b92,Pragmatic Adopter,4.873,0.589,0.512,2,5.902,0.423,0.605,14.3,48.57,8.92,25.91,1,Password Reset,9.42,0.353,0.1,0.231,0.083,3.41,47.4,0.174,2.62,1.46,5,2,0.606,78.9,4.26,0,0,0
a0dc42ff-d0dd-4abd-b1ee-1a62915321ca,Pragmatic Adopter,5.941,0.671,0.478,3,6.25,0.423,0.566,16.2,49.27,5.86,15.9,3,Access / Permissions,2.91,0.267,0.3,0.143,0.315,3.42,69.2,0.2,2.15,1.24,6,1,0.66,56.4,6.69,0,0,0
ed4c27e7-f595-4670-bdd5-ec4b3caf589e,Pragmatic Adopter,6.546,0.697,0.518,3,6.556,0.449,0.626,31.2,43.88,8.37,11.98,4,Hardware,8.01,0.242,0.4,0.17,0.02,3.35,39.9,0.125,3.92,2.28,2,1,0.612,67.3,9.43,0,0,0
4fc8babe-5493-4660-aa9c-cd5c1f770dca,Pragmatic Adopter,5.343,0.616,0.508,2,5.629,0.378,0.569,9.5,32.37,8.02,27.07,2,Password Reset,4.71,0.137,0.2,0.098,0.033,2.57,40.7,0.084,1.91,1.44,7,1,0.673,80.0,6.27,0,0,0
90c7507d-f1f6-4d5f-9302-2def90e0302e,Pragmatic Adopter,6.638,0.646,0.456,4,7.197,0.396,0.612,40.3,44.84,7.92,28.3,2,App Crash,1.88,0.302,0.2,0.15,0.028,2.65,8.9,0.11,4.98,2.6,3,0,0.582,88.6,3.13,0,0,0
7dc3ed6c-7880-41f2-9e23-1f9900dc873e,Pragmatic Adopter,5.013,0.709,0.497,3,6.47,0.398,0.624,4.2,43.87,10.04,15.46,1,App Crash,5.73,0.097,0.1,0.088,0.041,4.39,39.6,0.1,1.64,1.2,0,0,0.572,98.0,5.31,0,0,0
fa99cc35-5b99-4165-904e-13f6a522a73e,Pragmatic Adopter,5.464,0.668,0.315,3,6.514,0.45,0.618,23.0,38.16,11.61,13.02,0,Password Reset,4.84,0.033,0.0,0.052,0.081,3.86,46.2,0.089,3.32,1.68,9,0,0.622,72.3,9.06,1,0,0
5a9114eb-498d-45bd-96eb-515497ea6f21,Pragmatic Adopter,5.894,0.645,0.418,3,6.637,0.358,0.561,39.5,36.39,8.79,15.91,1,Software Install,3.73,0.36,0.1,0.191,0.114,3.39,29.8,0.163,4.63,2.52,4,0,0.673,78.8,5.49,1,0,0
a1d0bad5-4345-4db8-b241-7a672609af26,Pragmatic Adopter,4.928,0.63,0.473,3,6.373,0.373,0.587,21.7,45.8,5.58,18.5,2,VPN / Network,0.27,0.324,0.2,0.148,0.173,3.74,25.9,0.163,2.28,1.74,4,1,0.768,65.3,7.79,0,0,0
d8dcf49d-f980-4554-b6bf-5b182b7faf5c,Pragmatic Adopter,5.653,0.64,0.598,2,6.556,0.383,0.486,20.2,41.47,8.29,31.57,3,App Crash,1.11,0.41,0.3,0.193,0.051,3.15,12.4,0.143,2.87,1.94,4,0,0.678,62.2,4.37,0,0,0
c4ab1087-6a4e-4234-a468-5059e229b6e1,Pragmatic Adopter,5.768,0.671,0.441,4,5.943,0.404,0.628,21.6,39.27,6.83,19.85,3,App Crash,1.69,0.425,0.3,0.204,0.101,3.37,32.6,0.166,2.96,1.87,2,2,0.615,53.5,5.27,0,0,0
6737b2db-c72a-40e4-bd91-95a6a6ba8776,Pragmatic Adopter,5.218,0.555,0.414,3,6.338,0.414,0.573,23.6,53.71,11.98,26.16,2,VPN / Network,1.62,0.082,0.2,0.049,0.283,3.74,64.7,0.147,3.43,1.82,2,0,0.723,76.3,5.48,1,0,0
0f6725c6-bc53-4aed-8eb0-ec7e1771cbc0,Pragmatic Adopter,6.746,0.669,0.314,3,5.41,0.416,0.678,38.6,46.7,9.39,25.61,0,Hardware,4.96,0.186,0.0,0.122,0.342,1.33,18.3,0.177,4.31,2.51,4,1,0.74,85.9,8.73,0,0,0
b90c158a-a08d-4e65-8de3-671e95fef6f1,Pragmatic Adopter,5.444,0.668,0.497,3,6.691,0.384,0.549,20.5,45.04,8.81,28.61,3,Hardware,0.09,0.203,0.3,0.092,0.019,4.02,54.6,0.092,2.86,1.61,10,1,0.61,80.5,5.34,0,0,0
a15ae8f7-426c-4583-87dc-978ff1437990,Pragmatic Adopter,5.716,0.645,0.489,3,6.041,0.407,0.585,30.0,50.53,9.3,18.87,2,App Crash,7.71,0.259,0.2,0.175,0.031,3.95,56.1,0.136,3.73,2.13,5,3,0.625,73.0,2.97,0,0,0
4937c58b-2f15-48bd-88b4-e90485185103,Pragmatic Adopter,4.966,0.646,0.44,4,5.974,0.38,0.619,27.8,44.31,7.92,21.95,1,Hardware,1.46,0.142,0.1,0.075,0.033,2.5,81.2,0.072,3.22,2.23,1,1,0.597,85.5,9.37,0,0,0
3561cf58-9771-4384-841c-32d8e5dc6b74,Pragmatic Adopter,5.002,0.578,0.543,3,5.489,0.401,0.512,-1.4,37.07,10.5,20.9,2,Software Install,2.29,0.34,0.2,0.17,0.15,4.32,58.6,0.173,1.0,1.0,4,3,0.722,100.0,6.14,1,0,0
3ed7c37d-70b9-4042-9650-6d866a9e8888,Pragmatic Adopter,5.243,0.58,0.483,4,6.439,0.417,0.565,19.9,39.27,6.86,24.69,3,Access / Permissions,3.73,0.32,0.3,0.173,0.098,1.2,57.3,0.128,2.94,1.78,4,0,0.647,62.9,6.78,0,0,0
273af721-bbea-4a87-9bb0-29d1e5d7f5d2,Pragmatic Adopter,6.647,0.723,0.389,5,7.37,0.468,0.664,55.2,47.12,9.92,28.08,1,App Crash,0.97,0.186,0.1,0.091,0.048,3.52,47.9,0.095,6.37,3.06,6,1,0.499,45.3,3.39,1,0,0
ea68719f-c1a2-413a-8110-bd21342e4139,Pragmatic Adopter,5.83,0.774,0.391,2,5.868,0.396,0.612,11.1,46.37,11.18,32.89,2,Access / Permissions,10.83,0.014,0.2,0.089,0.08,3.24,42.0,0.101,1.75,1.18,4,1,0.681,75.8,6.19,0,0,0
2b0c59c7-7c59-496e-999d-f2e7a4283dd5,Pragmatic Adopter,5.722,0.57,0.509,3,6.141,0.399,0.593,18.3,45.12,6.37,20.05,4,VPN / Network,0.49,0.16,0.4,0.076,0.304,2.92,55.6,0.158,2.56,2.1,3,0,0.789,83.9,5.83,0,0,0
6c96f429-208a-4fd4-b7b3-ac024ea4b8e9,Pragmatic Adopter,4.804,0.653,0.448,4,5.798,0.366,0.634,9.7,34.04,8.68,22.71,2,Software Install,2.98,0.462,0.2,0.231,0.018,3.22,62.0,0.153,2.2,1.64,3,4,0.797,55.0,4.35,0,0,0
76463602-5dd5-4e91-a78e-2aa4f0ee4017,Pragmatic Adopter,6.827,0.676,0.352,4,6.805,0.466,0.696,46.1,47.69,8.83,26.33,0,VPN / Network,7.49,0.255,0.0,0.172,0.102,3.72,44.7,0.154,5.52,2.72,3,0,0.592,81.2,6.8,0,0,0
13ab7422-be45-43f3-9763-f95e83c64d1c,Pragmatic Adopter,4.933,0.704,0.419,3,6.719,0.408,0.626,29.7,41.54,5.85,25.06,2,Software Install,4.06,0.386,0.2,0.205,0.064,1.57,62.7,0.137,3.77,2.13,2,3,0.57,68.3,3.24,0,0,0
e2470fab-34bc-4b3d-84f8-a5477a641fdb,Pragmatic Adopter,6.763,0.632,0.43,3,6.156,0.405,0.578,22.2,46.2,5.26,30.58,1,App Crash,1.7,0.025,0.1,0.024,0.237,4.1,88.1,0.124,3.16,1.48,1,1,0.83,75.7,4.34,0,0,0
3cad8015-654b-4d16-b6ee-0c112f801b2f,Pragmatic Adopter,4.985,0.591,0.53,2,6.192,0.408,0.568,15.6,36.19,6.17,21.46,4,VPN / Network,2.97,0.03,0.4,0.036,0.017,2.83,43.1,0.051,2.61,1.3,4,0,0.797,61.9,7.62,0,0,0
080c64f5-1277-4cad-bb7f-a9c866ba799f,Pragmatic Adopter,5.712,0.658,0.492,2,5.56,0.418,0.619,29.6,55.76,7.9,20.01,1,Access / Permissions,7.14,0.176,0.1,0.134,0.091,4.11,43.6,0.135,3.95,1.96,4,3,0.687,61.2,4.71,0,0,0
1e492f4f-7341-4b95-a516-af34fd230087,Pragmatic Adopter,8.052,0.799,0.219,5,7.5,0.497,0.726,51.3,43.73,8.84,28.88,0,App Crash,10.85,0.195,0.0,0.171,0.206,3.78,40.5,0.185,5.19,3.05,5,1,0.469,59.8,5.06,0,0,0
f4e34868-f2f3-46a6-a4b7-85848ffc65fe,Pragmatic Adopter,6.355,0.77,0.371,3,6.563,0.392,0.622,29.4,39.08,7.26,23.52,2,App Crash,9.01,0.28,0.2,0.195,0.076,2.81,44.1,0.148,4.41,2.15,2,2,0.579,79.3,5.94,1,0,0
fe9815c1-9c54-4c34-bc44-6ba50282f16b,Pragmatic Adopter,5.594,0.662,0.465,3,5.968,0.418,0.536,11.3,46.52,11.86,24.7,2,Software Install,2.15,0.166,0.2,0.091,0.126,3.13,61.6,0.114,2.12,1.52,5,3,0.531,65.1,5.24,0,0,0
d2f621bf-26f8-4d78-ab8e-d1fb4174a9e6,Pragmatic Adopter,5.487,0.707,0.512,3,6.554,0.437,0.603,16.0,48.01,10.05,21.64,2,Training Request,31.47,0.215,0.2,0.337,0.019,3.18,43.4,0.206,2.74,1.78,1,1,0.821,75.0,6.84,0,0,0
f80d0cd3-33ce-40b9-858d-dbbec81f1d22,Pragmatic Adopter,6.765,0.694,0.478,3,6.737,0.465,0.641,31.6,46.44,8.91,26.64,2,Access / Permissions,0.02,0.049,0.2,0.022,0.098,4.65,45.0,0.087,3.54,2.32,3,0,0.487,72.3,6.06,1,0,0
9fc89dd9-8cfc-4c42-bc28-c6c6dc6eca87,Pragmatic Adopter,5.338,0.552,0.492,2,6.566,0.374,0.577,15.1,35.04,7.14,17.67,1,Hardware,0.14,0.229,0.1,0.104,0.117,2.17,38.0,0.109,2.29,1.39,3,1,0.82,59.0,3.54,0,0,0
2c552d84-2bf9-49ff-aad4-2bbd6e2e1527,Pragmatic Adopter,6.147,0.644,0.409,4,6.303,0.403,0.6,22.5,50.0,8.14,19.71,1,Software Install,8.15,0.069,0.1,0.093,0.187,2.81,49.8,0.131,3.18,1.97,5,1,0.629,72.8,4.7,0,0,0
cea554c4-c3a7-4af7-8287-bedc2ab9c6c6,Pragmatic Adopter,5.904,0.742,0.403,3,6.863,0.402,0.638,27.2,39.59,10.2,8.76,1,VPN / Network,0.99,0.299,0.1,0.142,0.027,1.78,33.9,0.097,2.73,2.22,3,0,0.52,74.6,4.54,0,0,0
8ee585f5-f4da-45c4-a4b7-848492466a0c,Pragmatic Adopter,6.609,0.772,0.316,3,6.823,0.456,0.669,38.5,41.89,9.84,18.86,0,Password Reset,0.23,0.132,0.0,0.061,0.084,3.31,22.4,0.089,4.1,2.45,4,2,0.739,83.7,5.1,0,0,0
38795620-acb3-4e01-a1c5-2eff847e2a4d,Pragmatic Adopter,6.336,0.702,0.501,2,6.207,0.405,0.572,24.7,26.54,9.82,26.66,1,VPN / Network,1.5,0.32,0.1,0.156,0.138,2.64,49.2,0.146,2.93,1.62,5,0,0.703,88.4,5.97,0,0,0
7228808d-31a0-41af-9049-cbc4f1e35ab6,Pragmatic Adopter,6.488,0.657,0.449,4,6.169,0.398,0.609,26.7,38.75,7.39,22.23,1,Password Reset,2.73,0.126,0.1,0.077,0.112,2.75,73.7,0.1,2.89,2.3,5,1,0.513,60.8,6.26,1,0,0
128ce47d-4c60-4a43-8cb5-6333f478a9a1,Pragmatic Adopter,4.014,0.58,0.495,3,6.776,0.396,0.566,10.4,38.71,6.95,17.38,3,VPN / Network,6.62,0.22,0.3,0.149,0.072,4.54,37.4,0.142,1.98,1.44,5,1,0.637,75.9,2.25,0,0,0
606e5f78-18fc-42e2-9fcb-107479fac420,Pragmatic Adopter,8.257,0.667,0.37,3,5.757,0.416,0.559,47.8,45.15,5.15,29.15,1,App Crash,4.23,0.096,0.1,0.076,0.04,2.46,25.3,0.074,5.27,2.36,4,3,0.778,47.6,7.34,0,0,0
8acbf189-0cb7-4ee7-adcc-197589cad30f,Pragmatic Adopter,5.679,0.618,0.519,3,5.592,0.426,0.607,36.2,38.33,9.06,22.69,3,VPN / Network,1.59,0.108,0.3,0.061,0.083,3.06,72.7,0.086,4.83,2.86,3,3,0.599,81.4,5.66,0,0,0
08960100-37b9-42b5-8887-f9afa1b8eb84,Pragmatic Adopter,5.786,0.624,0.451,3,6.468,0.361,0.566,24.2,30.65,4.96,30.47,2,VPN / Network,3.35,0.14,0.2,0.088,0.133,2.79,42.7,0.112,2.73,1.87,5,1,0.808,84.1,4.12,0,0,0
205ec238-3b06-4650-b964-8f868bc72b65,Pragmatic Adopter,5.376,0.557,0.475,3,6.272,0.398,0.571,20.1,43.71,7.97,26.28,3,Access / Permissions,12.69,0.111,0.3,0.147,0.146,2.84,57.1,0.146,2.91,2.29,6,1,0.566,42.6,7.23,0,0,0
4a3c40bf-1219-4854-bf08-b288f740318b,Pragmatic Adopter,6.309,0.646,0.406,3,6.628,0.408,0.586,29.2,40.25,7.16,22.94,5,Password Reset,7.78,0.285,0.5,0.188,0.034,5.69,30.3,0.161,3.28,2.25,8,1,0.478,68.3,2.64,0,0,0
0de99db8-8048-423a-8191-5778c05cacdc,Pragmatic Adopter,5.019,0.571,0.513,3,6.685,0.393,0.494,22.4,36.9,8.44,31.18,1,Hardware,2.07,0.191,0.1,0.102,0.178,1.64,42.2,0.121,2.33,1.86,5,0,0.645,62.1,3.44,0,0,0
48dc7df1-feb6-49b8-9957-b1301475f907,Pragmatic Adopter,5.366,0.614,0.518,3,6.324,0.401,0.512,19.6,42.61,10.33,20.13,2,Password Reset,20.9,0.154,0.2,0.229,0.022,3.78,64.4,0.159,3.0,1.82,2,0,0.494,68.2,8.99,0,0,0
ffd2b3bc-74d5-4a54-8c07-e212a40a9447,Pragmatic Adopter,5.503,0.589,0.513,2,6.443,0.421,0.567,25.4,29.54,10.71,16.53,2,Password Reset,6.68,0.204,0.2,0.143,0.029,5.38,44.1,0.134,3.56,1.88,0,0,0.652,66.1,6.02,0,0,0
5873749d-72b8-416c-b715-34b020ff20d8,Pragmatic Adopter,7.191,0.734,0.359,4,7.103,0.451,0.608,40.3,46.34,9.4,30.0,1,Password Reset,0.25,0.101,0.1,0.047,0.184,4.17,44.3,0.121,4.84,2.62,3,1,0.641,71.5,4.69,0,0,0
